method,controller_type,dwa_horizon,dwa_beam_width,dwa_replan_each_step,dwa_continue_after_first_success,model_path,training_steps,episodes,successes,success_rate,collision_rate,avg_steps_to_goal,std_steps_to_goal,avg_steps_all,std_steps_all,avg_wall_time_sec,std_wall_time_sec,total_wall_time_sec,decision_calls,avg_decision_time_sec,std_decision_time_sec,total_decision_time_sec,decision_time_per_step_sec,avg_reward,std_reward
DWA H=1 B=1 seq,DWA,1,1,0,0,,,100,100,1.0,0.0,86.59,46.319994602763074,86.59,46.319994602763074,0.017289312249997694,0.009136805081646117,1.7289312249997693,8659,0.00017937966416460864,3.5354424806058935e-05,1.5532485120013462,0.00017937966416460864,24.58836214398956,8.612729719376526
PPO 1000k,PPO,,,,,/home/ciro/Desktop/spider/tpFInalRLSpider/models_previous_steps/previous_steps/ppo_spider_previous_steps_1000000_steps.zip,1000000,100,100,1.0,0.0,29.75,9.27402285957933,29.75,9.27402285957933,0.008306782059999024,0.002590260572736361,0.8306782059999023,2975,0.0002381323015136125,9.410796117513528e-05,0.7084435970029972,0.0002381323015136125,29.51514012637206,9.738287976387202
