method,controller_type,dwa_horizon,dwa_beam_width,dwa_replan_each_step,dwa_continue_after_first_success,model_path,training_steps,episodes,successes,success_rate,collision_rate,avg_steps_to_goal,std_steps_to_goal,avg_steps_all,std_steps_all,avg_wall_time_sec,std_wall_time_sec,total_wall_time_sec,decision_calls,avg_decision_time_sec,std_decision_time_sec,total_decision_time_sec,decision_time_per_step_sec,avg_reward,std_reward
PPO ppo_containing_previous_step,PPO,,,,,spiderJAR/models_previous_steps/previous_steps/ppo_spider_final_previous_steps.zip,,100,100,1.0,0.0,28.13,9.22242375951138,28.13,9.22242375951138,0.007663616419995379,0.002509169851931419,0.7663616419995378,2813,0.00023220443903301395,8.716613802578093e-05,0.6531910869998683,0.00023220443903301395,29.952421158420858,9.697788574939485
PPO ppo_spider_without_previous_step,PPO,,,,,ppo_spider_without_previous_step_1000000_epochs.zip,,100,100,1.0,0.0,29.75,9.27402285957933,29.75,9.27402285957933,0.007566857849997177,0.002459847534422653,0.7566857849997177,2975,0.0002137866060469865,5.445059288095782e-05,0.6360151529897848,0.0002137866060469865,29.51514012637206,9.738287976387202
